Nebraska,Richland,554197,48526,22.79868306
Texas,Del Valle,555239,0,0
Oklahoma,Seneca,555642,35668,36.86527464
North Dakota,Fordville,567604,13982,3.9996
Mississippi,Hollandale,568185,25742,95.93009953
Nebraska,Osmond,577461,45140,20.1328942
California,Westley,577471,46187,191.6273689
Indiana,Larwill,578331,42963,82.32995096
Nebraska,Roseland,582626,58527,76.96438809
New York,Maspeth,583365,69171.33333,749.4267043
Washington,Index,585074,65208,38.26329232
New Jersey,Woodlynne,585396,55951,233.4238486
Illinois,Alexis,586068,58087,48.23224751
Montana,Harrison,587389,41334,43.36564241
New Jersey,Fairview,588396,56536,277.6546187
New Jersey,Weehawken,597832,85104,1297.026616
Oklahoma,Drummond,601598,46672,122.2278813
Illinois,Golden,605667,47782,22.8656302
Virginia,Accomac,606954,47414,73.29702636
New York,Cambria Heights,607721,92669.66667,458.631469
Pennsylvania,New Kensington,620394,41293,365.253076
Oklahoma,Burlington,621426,50979,15.76635333
Iowa,Rockwell,633910,45597,65.86609751
South Dakota,Leola,637996,42499,1
Kansas,Windom,638895,50490,34.49828993
Kansas,Fairbury,641946,52549,14.8650475
North Dakota,Gackle,644232,39071,23.9991882
Illinois,Clay City,644531,43105,32.76617555
Kansas,Randolph,649432,52725,45.79873193
Iowa,Washington,655956,44321,43.29879039
Nebraska,Broken Bow,661518,56419,23.93225947
Oklahoma,Chattanooga,661662,44643,24.09969398
Kansas,Everest,662968,51330,84.72840682
Montana,Richey,667265,56180,50.2640017
Pennsylvania,Colwyn,669410,47820,228.1521606
South Dakota,Mellette,670456,77897,40.83110609
Washington,Kettle Falls,674120,28379,108
Missouri,Graham,674272,37711,68.16512994
Nebraska,Milligan,678191,90124,19.99867483
Montana,Broadview,678407,49227,36.59871728
California,City Of Industry,678480,72912,299.6532809
North Dakota,Cando,678582,65779,40.79804946
Missouri,Union Star,679070,46216,113.0292199
Nebraska,Odell,681373,52956,83.63072144
Iowa,Anthon,685907,42507,30.86557397
Kansas,Centralia,689864,50036,35.26608774
Wyoming,Lingle,690082,45379,75.76484369
North Dakota,Edmore,691326,48947,62.39801594
Oklahoma,Spavinaw,692051,39458,23.33179554
South Dakota,Stickney,695233,50569,96.12981716
Missouri,Conception Jct,698117,50443,144.229032
Arkansas,St Paul,698209,36716,37.06578041
North Dakota,Neche,699318,52444,16.06633532
Oklahoma,Soper,700309,37802,62.76365794
North Dakota,Zeeland,708153,48668,24.19960797
Oklahoma,Calvin,709885,43457,22.83276909
Montana,Joliet,710853,45287,179.0938531
Illinois,Hoopeston,711333,54404,80.03149747
Ohio,Van Buren,714443,74321,63.82998738
Kansas,Dexter,715917,47779,91.86382028
Colorado,Indian Hills,717368,69800,53.86275885
Pennsylvania,Monongahela,729999,61526,324.3857073
North Dakota,Lignite,733913,68296,12.63245086
Montana,Froid,737724,53956,40.03221394
Colorado,Cotopaxi,740204,37500,7
California,Bodega Bay,742472,32499,7
Illinois,Dakota,743422,52055,137.62823
Pennsylvania,Radnor,748393,153628,34.19576632
Kentucky,Bloomfield,755282,68120,37.06600752
Kansas,Chase,759335,41026,169.8286854
Iowa,Royal,764163,46965,135.4271142
New York,Laurelton,764229,119799,88.42703793
Colorado,Kremmling,774357,50812,22.4990499
West Virginia,Mill Creek,784804,33617,73.5648415
New York,Painted Post,795741,50541,170.5624269
Nebraska,Wolbach,796836,47811,26.33314688
Pennsylvania,Perryopolis,797925,52791,125.6942912
Kansas,Linn,802476,51839,43.26507396
Illinois,Chadwick,806577,53555,141.5278957
North Dakota,Sherwood,814118,68961,64.56436234
Iowa,Atkins,818388,70506,195.7238858
Iowa,Atlantic,821803,54432,30.49830328
New York,Delhi,822009,112500,1.199807992
Iowa,Moulton,825068,38044,15.23255888
Nebraska,Spalding,831388,48982,162.4271876
Pennsylvania,Mc Donald,834612,51386,513.0147623
Missouri,Centerville,835676,41313,61.66467634
North Dakota,Newburg,841953,35307,72.59694885
Pennsylvania,Mill Creek,844911,41961,121.4291495
Virginia,Mappsville,846574,47900,117.0627722
Iowa,Calmar,847422,50591,93.131027
Indiana,Medora,856590,39698,149.0948681
West Virginia,Whitesville,857755,43955,184.1261683
New Jersey,N Bergen,862685,62796,1577.060148
New Jersey,West New York,863421,51114.5,2154.781051
Kansas,Effingham,866176,38310,64.29841084
Indiana,Saint Joe,868798,47415,106.69614
New Jersey,Union City,871773,51290.25,2041.744186
Oklahoma,Lamont,874320,55023,78.36361492
Texas,Wellman,880017,62368,75.99711679
Ohio,Graysville,880122,46135,32.23206973
Colorado,Seibert,887957,36255,67.82988548
New Jersey,Manville,888687,72918,360.9181392
Illinois,Thawville,888723,55922,165.9937202
North Dakota,Oberon,891387,44501,43.03239128
Missouri,Creighton,893343,45896,94.76242937
Pennsylvania,Arnold,897352,40393,843.5028225
Nebraska,Fairmont,903370,41150,48.93158839
Idaho,Hansen,903902,44428,361.18795
California,Coronado,908114,109138,220.1557498
Florida,Sunny Isles Beach,910605,67693.5,904.5320068
Colorado,Mc Clave,912224,47822,33.03220908
Arkansas,Marianna,914050,38906,58.76446729
Iowa,Donahue,918646,84138,50.09556643
Oklahoma,Hollis,919471,58172,35.06479836
Nebraska,Palisade,919483,54591,2.333188876
Oklahoma,Verden,921659,46472,150.3297761
Missouri,Alma,921741,41073,102.3303309
Missouri,Malta Bend,923217,37533,109.4302672
Nebraska,Cedar Rapids,928280,46989,129.8289256
Virginia,Boyce,928746,87170,118.3935119
Oregon,Scotts Mills,934386,68490,83.99456224
New York,Williston Park,940960,109379,202.3895454
Colorado,Oak Creek,941875,50507,261.5236721
Pennsylvania,Rimersburg,941978,38298,304.9870331
Missouri,Hornersville,945437,42465,16.39970265
New Jersey,Bound Brook,946885,60641,294.6567226
California,Somerset,947248,48136,96.4970497
Ohio,Brilliant,950056,52976,58.53096636
Iowa,Barnum,950811,52144,54.16474096
New York,Chestnut Ridge,954122,30711,1110.112192
Oklahoma,Helena,954565,60909,120.0264184
Kansas,Greeley,957221,40857,111.3299377
Colorado,Avondale,961764,33480,106.3984271
Illinois,Reynolds,962024,76729,2.799638643
Rhode Island,Central Falls,962805,31196,286.552559
Iowa,Edgewood,963817,53902,71.49739879
Pennsylvania,Collingdale,964734,60061,659.8737027
Kentucky,Bellevue,976467,78257,329.421271
California,Lennox,977520,42805,721.0402822
Illinois,Mount Sterling,980748,41238,18.93213287
South Dakota,Marion,981033,40660,59.09824279
Oklahoma,Keota,982118,40296,163.7571328
New York,Watervliet,983491,52444,114.3229574
Iowa,Mondamin,985684,21702,36.33226667
Kansas,St. John,992271,42810.5,55.46437857
Maryland,Elk Garden,993032,33602,28
California,East Palo Alto,993939,59653,448.9532456
North Dakota,Kulm,994443,52353,110.76315
Ohio,New Matamoras,997655,37783,314.3884047
Maryland,Cresaptown,998893,58077,297.0564715
New Jersey,Roselle Park,1000364,91199,193.3807556
California,Huntington Park,1000619,38400,1010.785327
Pennsylvania,Stowe,1000868,55491,316.9852463
Florida,Flagler Beach,1002881,51038,140.8301165
Ohio,Beaver,1011487,36734,140.5926888
Illinois,Great Lakes,1020620,0,0
Illinois,Cherry,1021570,58032,48.63168279
Indiana,Rosedale,1022497,42532,225.3600089
Florida,Lauderdale Lakes,1027948,41149,1037.342748
Vermont,Waitsfield,1034234,64286,87.6650079
Illinois,Matherville,1034238,56835,251.8244088
California,Kensington,1036412,141291,86.36003848
Pennsylvania,Clifton Heights,1038573,99849,124.3564821
Illinois,Bartelso,1044524,84618,90.79497867
California,Larkspur,1044809,82393,417.7845711
South Dakota,Mclaughlin,1047066,43615,143.1936981
South Dakota,Timber Lake,1053155,49039,107.2951976
Arizona,Vail,1057208,85403,414.5028431
Kentucky,Willisburg,1057450,57241,62.06424655
Ohio,Bergholz,1062932,61463,81.79193409
Michigan,Escanaba,1063777,26302,565.0459092
Iowa,Norway,1072248,44556,28.99933329
Pennsylvania,Plymouth,1078607,48874,329.5559552
Nebraska,Butte,1080790,42126,117.0943583
Arkansas,Perryville,1092688,46284,74.09869615
California,Maywood,1093716,37726.66667,1601.584782
New York,Astoria,1094062,68954.66667,1733.95464
Iowa,Pomeroy,1095799,42422,52.29787679
California,West Hollywood,1098115,64099.5,2532.062603
Oklahoma,Wainwright,1100234,33628,60.29688416
California,Dana Point,1101007,99085,630.556344
California,Hawaiian Gardens,1102383,115804,177.513532
Maryland,Takoma Park,1102638,86387,204.5230828
New York,Middle Village,1107985,78277.75,685.2511461
Pennsylvania,Turtle Creek,1110488,29027,458.9837775
Illinois,Riverdale,1114602,48715,301.7867381
Illinois,Westville,1122932,45795,94.46179785
North Dakota,Munich,1127019,110882,5.532650663
Texas,Frost,1128100,44245,44.83235662
New York,Alexander,1132465,64770,91.79536488
New York,Harrison,1139139,113607,98.22070456
Kansas,Long Island,1142855,53113,49.43202726
New Mexico,Animas,1147874,27920,30.66477333
New York,Richmond Hill,1149877,77196.83333,1754.328939
Pennsylvania,Ambler,1152385,74566,395.0851152
Colorado,Walsh,1158441,47555,186.8226217
Arkansas,Monette,1159367,49473,73.06413364
Nebraska,Kilgore,1159714,61600,14.93285952
Illinois,Gifford,1167265,69910,187.2241329
New York,Jackson Heights,1167353,56443.33333,5077.181549
Minnesota,Erskine,1168296,47450,66.83149216
New York,Kenmore,1172081,91650,184.4579162
Louisiana,River Ridge,1172788,62139,213.6242336
New York,Kew Gardens,1173847,91190.25,1190.625533
New Jersey,Raritan,1174914,77418,689.2318098
North Dakota,Bottineau,1178031,51612,61.63040856
New York,Ridgewood,1187694,64549,2653.034614
California,Marina Del Rey,1188045,129091,156.4179218
New Mexico,Penasco,1189994,17546,21.66573333
California,Playa Vista,1191957,110536,280.3515366
West Virginia,Charleston Wv,1194622,35507,456.2239039
New Jersey,Haddon Heights,1194764,112693,154.4917972
New Jersey,Bogota,1194779,110861,141.8193551
Illinois,Grand Ridge,1195599,64031,116.9617529
Ohio,New Haven,1201931,61640,128.1614942
Kansas,Hume,1205135,36597.5,120.9966939
Kentucky,Elsmere,1208549,53070,529.1142787
New York,Hollis,1209630,82400.6,917.7874282
Illinois,Barry,1213688,30571,73.93165885
Ohio,Coolville,1217256,24927,47.9976
Kentucky,Brooksville,1222145,35336,196.4586274
Idaho,Hope,1222228,71939,16.63280953
Nebraska,Emerson,1226613,44405,124.8627523
New Jersey,Maywood,1227393,101057,90.29395619
Nebraska,Ansley,1228445,47672,61.66465663
North Dakota,Hazen,1230306,68116,99.92923977
Nebraska,Dorchester,1232952,55935,142.5628302
Ohio,La Rue,1238118,42186,207.8556676
California,Pacomia,1242068,93735,107.5915396
Pennsylvania,Honey Brook,1243099,70753,352.9816469
Wisconsin,Endeavor,1243982,37293,85.96476636
Arkansas,Greers Ferry,1244553,56439,37.99780881
Ohio,Lambertville,1250599,56555,295.1528823
Virginia,Nickelsville,1257619,46810,102.5275434
Iowa,Libertyville,1262618,56939,85.79605851
New York,Rego Park,1266273,70086.4,1416.954977
Vermont,Bellows Falls,1268677,44911,81.6313041
Pennsylvania,Klingerstown,1272657,49815,23.66641777
Iowa,Garnavillo,1280261,56183,19.06615374
Texas,Nordheim,1288133,55350,78.93070769
Montana,Canyon Creek,1288740,66127,35.19830656
Missouri,Edgerton,1289019,52059,179.7914179
New Jersey,Highland Park,1289426,102411,117.1573233
Kansas,Moran,1289887,34857,43.76337552
Pennsylvania,Farmington,1290043,44099,11.49944994
Kansas,Wakefield,1291015,66631,197.1232442
Indiana,Francisco,1293365,48294,183.296373
Illinois,Delavan,1296084,56618,99.99649181
New Jersey,North Bergen,1298120,70952.66667,770.5033059
Indiana,Pennville,1305373,39091,211.0241622
Illinois,Minier,1306232,61738,238.823598
New York,Forest Hills,1306478,101185.5,2254.474047
New Jersey,Secaucus,1307296,90323,141.824517
South Carolina,Vance,1308420,20298,34.16510555
Massachusetts,Newton,1309530,123219,106.7922371
West Virginia,Dailey,1310763,18963,51.9984
New Jersey,Hoboken,1311153,133515,1293.71129
Pennsylvania,Rosemont,1315103,109522,308.0431096
Arkansas,Friars Point,1315264,30032,249.2211325
Pennsylvania,Tioga,1316264,43250,196.6594255
New York,Dansville,1321047,49572,17.09918727
California,Suisun City,1321329,50616,394.553681
Pennsylvania,Townville,1323411,50360,114.830453
Florida,El Portal,1323916,45359,932.6548289
South Carolina,West Pelzer,1333419,31188,332.2553126
Illinois,Forrest,1334920,60470,34.26521858
Pennsylvania,Export,1341229,46702,158.7317514
California,Cypress,1341982,163746.5,238.210219
Oklahoma,Canton,1348052,60658,113.260902
Pennsylvania,Ambridge,1350973,35321,406.8857573
New Jersey,Farmingdale,1353534,71527,189.3882614
Maryland,Chevy Chase,1358011,194157.5,102.8210069
Utah,South Salt Lake,1358259,53344,465.2584446
New Jersey,Brooklawn,1358780,66643,393.442262
Missouri,Purdin,1358936,37503,21.79886084
Louisiana,Arabi,1360742,47335,137.2925662
Illinois,Opdyke,1366726,64741,65.5651577
Wisconsin,Valders,1372512,64837,164.7588134
Nebraska,Humphrey,1377103,52821,202.6911113
Ohio,University Hts,1383328,98021,110.9926788
Wyoming,Dayton,1384695,68733,196.3221025
Indiana,Ladoga,1387675,57055,240.9917553
Texas,Grandfalls,1398271,42910,87.19723236
Missouri,Meadville,1398955,56281,102.7293036
Virginia,Tangier,1404555,49379,149.2286613
New Jersey,Glen Ridge,1408740,125910,73.05921007
Michigan,Keego Harbor,1419740,56428,921.4262325
North Dakota,Montpelier,1420589,45792,27.46477861
Pennsylvania,Cheswick,1421951,66875,495.0793732
New Jersey,Audubon,1424823,89741,163.2940353
Pennsylvania,Slippery Rock,1425882,89000,0.799871995
Missouri,Breckenridge,1426455,35414,104.3303057
New Mexico,Reserve,1429083,33711,128.5302768
North Carolina,Buxton,1429660,35595,42
Missouri,Bosworth,1433987,42059,73.36456149
New York,Garden City Park,1440887,124877,225.950058
Illinois,Summit,1441271,48780,375.5855879
New York,Rushford,1446806,43376,92.39774254
Louisiana,Stonewall,1449459,54275,50.9977198
South Dakota,Canistota,1452096,57993,155.194319
Nebraska,Henderson,1453787,68764,243.1553117
Michigan,Highland Park,1457185,17099,315.2473262
New York,North Merrick,1457893,95895,115.7284362
California,Claremont,1458712,80489,317.6836924
Minnesota,Rosemount,1460693,69245,243.0876843
Pennsylvania,Pottsville,1460804,28804,279.4592852
Missouri,Grant City,1470351,41072,16.23253039
New York,Bellerose,1472032,71496,128.2222316
Illinois,La Grange,1474314,110715,114.756266
California,Bell,1484366,47286,457.9151277
Indiana,Michigantown,1486382,50185.5,291.0896153
Virginia,Carson,1491509,60693,45.93147882
Illinois,Flanagan,1492949,58884,280.0211211
Michigan,Grosse Pointe Park,1493959,98088,190.9506198
Montana,Corvallis,1496045,25837,439.8896259
Wisconsin,Little Chute,1497131,47373,315.7563306
Pennsylvania,Yeadon,1498522,49356,1733.750676
Wyoming,Green River,1500340,105562,120.6878252
Missouri,Clarksburg,1502155,46965,74.89791262
Mississippi,Belmont,1503029,30114,82.79745349
California,San Ysidro,1505317,34270,588.9144584
Colorado,Kit Carson,1512766,47895,58.63070857
Nebraska,Deshler,1516661,54015,80.96477792
New York,Hammond,1516783,42022,98.49633101
Pennsylvania,Watsontown,1521762,55012,116.4624778
Kansas,Bucklin,1528361,66739,188.5922275
Kentucky,Stamping Ground,1529009,44479,238.5849824
Pennsylvania,Frackville,1540271,37247,269.1220939
California,South San Gabriel,1546303,67295,832.9231994
Missouri,Lake Ozark,1549898,21899,24.86530133
Ohio,Tiltonsville,1551024,44691,162.7304523
Iowa,Massena,1555633,43003,101.1960724
New Jersey,Pemberton,1559915,76594,318.8189801
New York,Rockaway Beach,1560321,48434,362.6849265
New Jersey,Leonardo,1564523,82880,510.9742694
New York,Stewart Manor,1566520,124149,117.8905296
Pennsylvania,Ridley Park,1571460,85397,241.851093
Iowa,Mingo,1573814,47531,76.76396525
Ohio,Pleasant Hill,1573964,55857,274.7887945
Colorado,Edwards,1575218,0,0
Oregon,Drain,1576966,40567,393.0893439
Nebraska,Leigh,1578749,57314,149.227477
South Dakota,Selby,1581684,37152,17.09962064
Florida,Hialeah Gardens,1591136,45939,1110.795795
Nevada,Boulder City,1593280,68758,235.723113
Texas,Iraan,1597482,72152,228.823301
New Jersey,Pine Beach,1599715,100817,125.3897078
Pennsylvania,Hamburg,1601285,76912,143.4925103
Pennsylvania,Philadephia,1605405,42745,209.2180034
Illinois,Peoria Heights,1605450,49966,731.9700736
South Dakota,Iroquois,1607019,78796,8.466235526
Pennsylvania,Burgettstown,1610043,49514,243.1277104
New Jersey,Rutherford,1618040,89306,155.7202996
Louisiana,Chalmette,1621598,44552,596.6722234
Pennsylvania,Jenkintown,1626161,137309,124.8887256
Minnesota,Kimball,1628346,50653,58.39875239
California,Banning,1628524,28743,258.8556944
Missouri,Miami,1632883,48340,40.06625375
New York,Haverstraw,1634576,58783.5,1068.693536
New Jersey,Bradley Beach,1639396,90813,119.524124
Pennsylvania,Bobtown,1640544,53028,220.1244741
Iowa,Oxford Junction,1645453,52240,125.5947749
New York,Glendale,1645769,71032,1351.810064
New Jersey,Margate,1652542,117957,226.4875911
Missouri,Risco,1654898,27473,225.8237521
South Dakota,Avon,1657080,58623,170.7273473
California,Hermosa Beach,1658522,132479,968.2563548
West Virginia,Belle,1663074,45664,483.0457954
West Virginia,Brenton,1663644,16052,102.996
Ohio,Bettsville,1663678,63990,206.8576487
New Jersey,Butler,1667136,88030,571.3710519
Pennsylvania,Clairton,1667543,38009,244.3243043
Oregon,Mill City,1671597,41720,143.4619296
Kansas,Auburn,1673774,55776,329.2863924
Pennsylvania,Abington,1676542,71090,291.855764
Illinois,Pearl City,1678578,55288,208.2536102
Pennsylvania,Upland,1680502,43473,215.3911378
Massachusetts,Clinton,1681175,64043,377.9474706
Nebraska,Rock Port,1694801,62930,44.59807417
Illinois,Elmwood Park,1695447,56233,773.6414685
Washington,Washtucna,1697541,52156,73.79335914
California,Windsor,1698065,90040,195.6906149
New York,Port Leyden,1703215,42318,192.1570276
Pennsylvania,Portage,1704562,47407,302.8238772
Minnesota,St. Paul,1705731,36494,395.8780389
Oklahoma,Pittsburg,1706486,44865,32.59882798
Massachusetts,Brighton,1712318,63251,1017.338793
Iowa,Elgin,1714026,51077,243.656728
Missouri,Hartville,1715707,24755,189.6556954
Oklahoma,Miami,1715908,32534,175.9908919
Missouri,Bunker,1717887,42308,68.63060864
Iowa,Preston,1727287,38409,31.2655922
Iowa,Lamoni,1728470,44099,89.26402388
Virginia,Clifton,1730523,167544,222.7746485
Pennsylvania,Carbondale,1731638,44694,376.2930208
Pennsylvania,Gallitzin,1740531,52860,122.2627731
Ohio,Orrville,1743695,42602,419.0201335
New York,Cedarhurst,1748121,140511,84.42422681
Alabama,Prichard,1748287,25820,497.7129785
New Jersey,Joint Base Mdl,1752681,62484,711.971637
New Jersey,Oaklyn,1757843,78820,275.1514603
Maryland,Washington,1764004,68935.66667,933.8810888
Illinois,Calumet Park,1769120,58423,396.4507938
Ohio,Willowick,1774666,50812,506.2805559
Ohio,Lesage,1776860,43377,91.39545902
Nebraska,Utica,1786730,70719,236.6872325
New Jersey,Woodbridge,1795760,84951,171.3867211
Tennessee,Watauga,1798477,32743,21.16518332
New Jersey,Fort Lee,1802113,66520.33333,1173.807192
Iowa,Gladbrook,1803240,60541,215.4902393
New Jersey,Collingswood,1803685,107898,203.6549793
Ohio,North College Hill,1804063,61600,154.8596923
Pennsylvania,Lansdowne,1804166,64562,1095.783293
California,Greenfield,1809134,48881,218.1595808
New York,Springfield Gardens,1816877,70790.5,727.9085269
South Dakota,Colton,1816879,55805,180.2916492
Wisconsin,Pepin,1820252,51537,239.6240876
Nebraska,Battle Creek,1827369,69911,234.5542576
Massachusetts,Newtonville,1833695,130485,557.8925921
New Jersey,Point Pleasant,1851775,92749,255.2877556
Illinois,Augusta,1852264,50335,182.1616331
Maryland,Keymar,1856467,96430,184.1221706
Missouri,St. Charles,1857756,58652,202.9883746
New York,Tully,1858262,59080,281.7571914
Oregon,Banks,1859757,86910,214.5881723
Illinois,Worden,1860851,60363,286.4853513
New Jersey,Northfield,1866016,63763,138.4278951
Florida,Miami Lakes,1866564,49493,3301.081829
Pennsylvania,Bala Cynwyd,1867579,106537,1129.884564
Kentucky,Belfry,1867795,43191,86.16388319
Minnesota,Saint Anthony,1868497,95051,162.6921715
New Jersey,Gloucester City,1868669,77073,256.5911652
Nebraska,Fairfield,1869107,50249,118.1304278
Colorado,Dolores,1885195,50063,303.7180823
South Dakota,Lake Andes,1886720,47052,85.92966769
Nebraska,Shelton,1897863,57634,250.1829576
Iowa,Fairbank,1898333,63804,199.2254968
Indiana,Chrisney,1902048,52700,121.0291703
Pennsylvania,Saxton,1902887,44784.5,253.0847901
New York,Ozone Park,1907428,72170,1843.83558
Maryland,Hedgesville,1910346,104572,12.8982079
New Jersey,Ocean Gate,1921933,73310,419.9745938
Illinois,Clarendon Hills,1921959,75686,1394.465056
Texas,Morgan,1932155,47763,119.9616196
New York,East Elmhurst,1933204,73509.16667,1823.959496
Montana,Bonner,1936216,58762,89.56040754
Kansas,Leon,1938440,59454,167.9612699
West Virginia,Matoaka,1942861,48314,106.1912719
New York,Morris,1951872,50009,136.0289435
New Jersey,Swedesboro,1963611,84951,333.5819768
California,Midway City,1964678,74240,452.4450924
Indiana,Kendallville,1966972,52749,181.4885031
California,San Carlos,1971574,101562,1253.415678
Oklahoma,El Reno,1972029,32768,271.2962774
Illinois,Du Quoin,1975023,54016,54.69774588
Pennsylvania,Coal Center,1977458,53517,146.7600039
Missouri,Brentwood,1978929,162436,137.4592097
New Jersey,Mount Ephraim,1979930,94124,127.1247392
New York,Derby,1984221,72810,325.9518854
Minnesota,Lamberton,1986357,57812,227.8931668
Iowa,Troy Mills,1986657,68654,150.7246118
Idaho,Lapwai,1987954,51488,267.5569205
Ohio,North Randall,1988381,33471,396.2192347
Wyoming,Worland,1993203,61427,212.5610976
Missouri,Jennings,1995898,45820,105.0883982
Illinois,Westchester,2000808,65445,174.9939553
Montana,Rosebud,2004085,52986,26.66463774
Illinois,Capron,2008205,57132,332.5831436
New York,Elmhurst,2009664,64898.55556,4395.532512
Indiana,Brooklyn,2011585,53311,386.8502643
North Dakota,Lakota,2014600,66376,19.06591597
Minnesota,Westbrook,2015791,43514,242.1247823
Iowa,Morning Sun,2016233,62736,208.2595644
Pennsylvania,Sugarloaf,2022141,39458,83.43264753
Iowa,Wayland,2022504,41586,193.7275277
Illinois,Steger,2023936,55238,273.6593597
California,Arleta,2025394,68519,616.1313684
Utah,Pleasant Grove,2031902,62362,380.5394
Georgia,Dexter,2034934,41749,163.3619765
New Jersey,Palmyra,2039576,96638,369.2741263
Kansas,Meriden,2040916,63083,188.8255138
New Jersey,Bellmawr,2047089,65010,296.7861288
Oregon,The Dalles,2054659,50899,265.8899612
Kentucky,Perryville,2060528,41039,293.0871781
Wisconsin,Wonewoc,2066088,48649,52.76418503
New York,Pearl River,2066561,102871,255.1812883
Ohio,Parma Heights,2067326,62088,143.3604919
California,Millbrae,2067842,107565,1068.423145
New York,Endwell,2068850,70089.5,705.7315145
Nebraska,Genoa,2074714,62967,249.4890952
Pennsylvania,Pennsburg,2075281,93255,125.5562073
Missouri,Oran,2076283,47044,187.9286582
Mississippi,Crenshaw,2077252,26644,146.8952859
Wisconsin,Fountain City,2079092,45553,132.8936768
Iowa,Little Rock,2079212,54713,131.2607183
Colorado,New Raymer,2079349,56190,20.99926528
Texas,Ft Hood,2081046,40894,159.4977499
New Mexico,Dexter,2085467,48770,296.2215812
New Hampshire,Milton,2097117,52933,172.1246493
Illinois,Highwood,2099235,79326,307.9488015
New Jersey,Spotswood,2103939,87362,649.1336411
Oklahoma,Orlando,2106235,57027,52.1305652
New York,Garnerville,2108464,104722,238.6183771
Michigan,Saint Joseph,2113374,69479,270.5521699
Colorado,Superior,2113399,164114,97.05222655
Virginia,Fries,2130457,32076,204.0931849
Illinois,West Salem,2135941,51968,42.13160262
Oklahoma,Olustee,2136905,47243,117.3623245
Pennsylvania,Sharon,2137412,80975,238.8563517
Colorado,Center,2139228,10946,83.32346667
Louisiana,Bunkie,2141082,50304,246.0203022
New Jersey,Millburn,2141469,124954,70.3925118
